Year,Employer,Role,Count Male,Count Female,Min Salary,Max Salary,Median Male Salary,Median Female Salary
2000,Department Advanced,Database Administrator,0,0,0.0,0.0,0.0,0.0
2000,Department Advanced,Network Engineer,0,0,0.0,0.0,0.0,0.0
2000,Department Advanced,IT Technician,0,0,0.0,0.0,0.0,0.0
2000,Department Advanced,Software Engineer,0,0,0.0,0.0,0.0,0.0
2000,Department Advanced,Web Developer,0,0,0.0,0.0,0.0,0.0
2000,Department Advanced,Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
2000,Department Advanced,Data Scientist,0,0,0.0,0.0,0.0,0.0
2000,Department Advanced,Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2000,Department Advanced,DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2000,Net System Inc (NSI),Computer Operator,0,0,0.0,0.0,0.0,0.0
2000,Net System Inc (NSI),Systems Analyst,0,0,0.0,0.0,0.0,0.0
2000,Net System Inc (NSI),Software Developer,0,0,0.0,0.0,0.0,0.0
2000,Net System Inc (NSI),Database Administrator,0,0,0.0,0.0,0.0,0.0
2000,Net System Inc (NSI),Network Engineer,0,0,0.0,0.0,0.0,0.0
2000,Net System Inc (NSI),IT Technician,0,0,0.0,0.0,0.0,0.0
2000,Net System Inc (NSI),Software Engineer,0,0,0.0,0.0,0.0,0.0
2000,Net System Inc (NSI),Web Developer,0,0,0.0,0.0,0.0,0.0
2000,Net System Inc (NSI),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
2000,Net System Inc (NSI),Data Scientist,0,0,0.0,0.0,0.0,0.0
2000,Net System Inc (NSI),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2000,Net System Inc (NSI),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2000,Institute Agency,Data Scientist,0,0,0.0,0.0,0.0,0.0
2000,Institute Agency,Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2000,Institute Agency,DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2000,Group Technologies Inc (GTI),Data Scientist,0,0,0.0,0.0,0.0,0.0
2000,Group Technologies Inc (GTI),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2000,Group Technologies Inc (GTI),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2000,Mobile Solutions Corp (MSC),Computer Operator,0,0,0.0,0.0,0.0,0.0
2000,Mobile Solutions Corp (MSC),Systems Analyst,0,0,0.0,0.0,0.0,0.0
2000,Mobile Solutions Corp (MSC),Software Developer,0,0,0.0,0.0,0.0,0.0
2000,Mobile Solutions Corp (MSC),Database Administrator,0,0,0.0,0.0,0.0,0.0
2000,Mobile Solutions Corp (MSC),Network Engineer,0,0,0.0,0.0,0.0,0.0
2000,Mobile Solutions Corp (MSC),IT Technician,0,0,0.0,0.0,0.0,0.0
2000,Mobile Solutions Corp (MSC),Software Engineer,0,0,0.0,0.0,0.0,0.0
2000,Mobile Solutions Corp (MSC),Web Developer,0,0,0.0,0.0,0.0,0.0
2000,Mobile Solutions Corp (MSC),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
2000,Mobile Solutions Corp (MSC),Data Scientist,0,0,0.0,0.0,0.0,0.0
2000,Mobile Solutions Corp (MSC),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2000,Mobile Solutions Corp (MSC),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2000,Department Laboratory (DL),Data Scientist,0,0,0.0,0.0,0.0,0.0
2000,Department Laboratory (DL),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2000,Department Laboratory (DL),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2000,Code AI Corp,Data Scientist,0,0,0.0,0.0,0.0,0.0
2000,Code AI Corp,Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2000,Code AI Corp,DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2000,Innovation Security LLC (ISL),Computer Operator,0,0,0.0,0.0,0.0,0.0
2000,Innovation Security LLC (ISL),Systems Analyst,0,0,0.0,0.0,0.0,0.0
2000,Innovation Security LLC (ISL),Software Developer,0,0,0.0,0.0,0.0,0.0
2000,Innovation Security LLC (ISL),Database Administrator,0,0,0.0,0.0,0.0,0.0
2000,Innovation Security LLC (ISL),Network Engineer,0,0,0.0,0.0,0.0,0.0
2000,Innovation Security LLC (ISL),IT Technician,0,0,0.0,0.0,0.0,0.0
2000,Innovation Security LLC (ISL),Software Engineer,0,0,0.0,0.0,0.0,0.0
2000,Innovation Security LLC (ISL),Web Developer,0,0,0.0,0.0,0.0,0.0
2000,Innovation Security LLC (ISL),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
2000,Innovation Security LLC (ISL),Data Scientist,0,0,0.0,0.0,0.0,0.0
2000,Innovation Security LLC (ISL),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2000,Innovation Security LLC (ISL),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2002,Stream Data Inc (SDI),Computer Operator,0,0,0.0,0.0,0.0,0.0
2002,Stream Data Inc (SDI),Systems Analyst,0,0,0.0,0.0,0.0,0.0
2002,Stream Data Inc (SDI),Software Developer,0,0,0.0,0.0,0.0,0.0
2002,Stream Data Inc (SDI),Database Administrator,0,0,0.0,0.0,0.0,0.0
2002,Stream Data Inc (SDI),Network Engineer,0,0,0.0,0.0,0.0,0.0
2002,Stream Data Inc (SDI),IT Technician,0,0,0.0,0.0,0.0,0.0
2002,Stream Data Inc (SDI),Software Engineer,0,0,0.0,0.0,0.0,0.0
2002,Stream Data Inc (SDI),Web Developer,0,0,0.0,0.0,0.0,0.0
2002,Stream Data Inc (SDI),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
2002,Stream Data Inc (SDI),Data Scientist,0,0,0.0,0.0,0.0,0.0
2002,Stream Data Inc (SDI),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2002,Stream Data Inc (SDI),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2002,Cloud Net LLC (CNL),Data Scientist,0,0,0.0,0.0,0.0,0.0
2002,Cloud Net LLC (CNL),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2002,Cloud Net LLC (CNL),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2002,Cyber Digital Corp,Data Scientist,0,0,0.0,0.0,0.0,0.0
2002,Cyber Digital Corp,Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2002,Cyber Digital Corp,DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2002,Virtual Institute LLC,Computer Operator,0,0,0.0,0.0,0.0,0.0
2002,Virtual Institute LLC,Systems Analyst,0,0,0.0,0.0,0.0,0.0
2002,Virtual Institute LLC,Software Developer,0,0,0.0,0.0,0.0,0.0
2002,Virtual Institute LLC,Database Administrator,0,0,0.0,0.0,0.0,0.0
2002,Virtual Institute LLC,Network Engineer,0,0,0.0,0.0,0.0,0.0
2002,Virtual Institute LLC,IT Technician,0,0,0.0,0.0,0.0,0.0
2002,Virtual Institute LLC,Software Engineer,0,0,0.0,0.0,0.0,0.0
2002,Virtual Institute LLC,Web Developer,0,0,0.0,0.0,0.0,0.0
2002,Virtual Institute LLC,Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
2002,Virtual Institute LLC,Data Scientist,0,0,0.0,0.0,0.0,0.0
2002,Virtual Institute LLC,Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2002,Virtual Institute LLC,DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2002,Department Administration (DA),Data Scientist,0,0,0.0,0.0,0.0,0.0
2002,Department Administration (DA),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2002,Department Administration (DA),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2002,Space Laboratory (SL),Computer Operator,0,0,0.0,0.0,0.0,0.0
2002,Space Laboratory (SL),Systems Analyst,0,0,0.0,0.0,0.0,0.0
2002,Space Laboratory (SL),Software Developer,0,0,0.0,0.0,0.0,0.0
2002,Space Laboratory (SL),Database Administrator,0,0,0.0,0.0,0.0,0.0
2002,Space Laboratory (SL),Network Engineer,0,0,0.0,0.0,0.0,0.0
2002,Space Laboratory (SL),IT Technician,0,0,0.0,0.0,0.0,0.0
2002,Space Laboratory (SL),Software Engineer,0,0,0.0,0.0,0.0,0.0
2002,Space Laboratory (SL),Web Developer,0,0,0.0,0.0,0.0,0.0
2002,Space Laboratory (SL),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
2002,Space Laboratory (SL),Data Scientist,0,0,0.0,0.0,0.0,0.0
2002,Space Laboratory (SL),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2002,Space Laboratory (SL),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2002,Security Innovation Corp (SIC),Computer Operator,0,0,0.0,0.0,0.0,0.0
2002,Security Innovation Corp (SIC),Systems Analyst,0,0,0.0,0.0,0.0,0.0
2002,Security Innovation Corp (SIC),Software Developer,0,0,0.0,0.0,0.0,0.0
2002,Security Innovation Corp (SIC),Database Administrator,0,0,0.0,0.0,0.0,0.0
2002,Security Innovation Corp (SIC),Network Engineer,0,0,0.0,0.0,0.0,0.0
2002,Security Innovation Corp (SIC),IT Technician,0,0,0.0,0.0,0.0,0.0
2002,Security Innovation Corp (SIC),Software Engineer,0,0,0.0,0.0,0.0,0.0
2002,Security Innovation Corp (SIC),Web Developer,0,0,0.0,0.0,0.0,0.0
2002,Security Innovation Corp (SIC),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
2002,Security Innovation Corp (SIC),Data Scientist,0,0,0.0,0.0,0.0,0.0
2002,Security Innovation Corp (SIC),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2002,Security Innovation Corp (SIC),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2002,Department Advanced,Computer Operator,0,0,0.0,0.0,0.0,0.0
2002,Department Advanced,Systems Analyst,0,0,0.0,0.0,0.0,0.0
2002,Department Advanced,Software Developer,0,0,0.0,0.0,0.0,0.0
2002,Department Advanced,Database Administrator,0,0,0.0,0.0,0.0,0.0
2002,Department Advanced,Network Engineer,0,0,0.0,0.0,0.0,0.0
2002,Department Advanced,IT Technician,0,0,0.0,0.0,0.0,0.0
2002,Department Advanced,Software Engineer,0,0,0.0,0.0,0.0,0.0
2002,Department Advanced,Web Developer,0,0,0.0,0.0,0.0,0.0
2002,Department Advanced,Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
2002,Department Advanced,Data Scientist,0,0,0.0,0.0,0.0,0.0
2002,Department Advanced,Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2002,Department Advanced,DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2002,Net System Inc (NSI),Computer Operator,0,0,0.0,0.0,0.0,0.0
2002,Net System Inc (NSI),Systems Analyst,0,0,0.0,0.0,0.0,0.0
2002,Net System Inc (NSI),Software Developer,0,0,0.0,0.0,0.0,0.0
2002,Net System Inc (NSI),Database Administrator,0,0,0.0,0.0,0.0,0.0
2002,Net System Inc (NSI),Network Engineer,0,0,0.0,0.0,0.0,0.0
2002,Net System Inc (NSI),IT Technician,0,0,0.0,0.0,0.0,0.0
2002,Net System Inc (NSI),Software Engineer,0,0,0.0,0.0,0.0,0.0
2002,Net System Inc (NSI),Web Developer,0,0,0.0,0.0,0.0,0.0
2002,Net System Inc (NSI),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
2002,Net System Inc (NSI),Data Scientist,0,0,0.0,0.0,0.0,0.0
2002,Net System Inc (NSI),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2002,Net System Inc (NSI),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2002,Institute Agency,Computer Operator,0,0,0.0,0.0,0.0,0.0
2002,Institute Agency,Systems Analyst,0,0,0.0,0.0,0.0,0.0
2002,Institute Agency,Software Developer,0,0,0.0,0.0,0.0,0.0
2002,Institute Agency,Database Administrator,0,0,0.0,0.0,0.0,0.0
2002,Institute Agency,Network Engineer,0,0,0.0,0.0,0.0,0.0
2002,Institute Agency,IT Technician,0,0,0.0,0.0,0.0,0.0
2002,Institute Agency,Software Engineer,0,0,0.0,0.0,0.0,0.0
2002,Institute Agency,Web Developer,0,0,0.0,0.0,0.0,0.0
2002,Institute Agency,Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
2002,Institute Agency,Data Scientist,0,0,0.0,0.0,0.0,0.0
2002,Institute Agency,Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2002,Institute Agency,DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2002,Group Technologies Inc (GTI),Data Scientist,0,0,0.0,0.0,0.0,0.0
2002,Group Technologies Inc (GTI),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2002,Group Technologies Inc (GTI),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2002,Mobile Solutions Corp (MSC),Computer Operator,0,0,0.0,0.0,0.0,0.0
2002,Mobile Solutions Corp (MSC),Systems Analyst,0,0,0.0,0.0,0.0,0.0
2002,Mobile Solutions Corp (MSC),Software Developer,0,0,0.0,0.0,0.0,0.0
2002,Mobile Solutions Corp (MSC),Database Administrator,0,0,0.0,0.0,0.0,0.0
2002,Mobile Solutions Corp (MSC),Network Engineer,0,0,0.0,0.0,0.0,0.0
2002,Mobile Solutions Corp (MSC),IT Technician,0,0,0.0,0.0,0.0,0.0
2002,Mobile Solutions Corp (MSC),Software Engineer,0,0,0.0,0.0,0.0,0.0
2002,Mobile Solutions Corp (MSC),Web Developer,0,0,0.0,0.0,0.0,0.0
2002,Mobile Solutions Corp (MSC),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
2002,Mobile Solutions Corp (MSC),Data Scientist,0,0,0.0,0.0,0.0,0.0
2002,Mobile Solutions Corp (MSC),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2002,Mobile Solutions Corp (MSC),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2002,Department Laboratory (DL),Data Scientist,0,0,0.0,0.0,0.0,0.0
2002,Department Laboratory (DL),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2002,Department Laboratory (DL),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2002,Code AI Corp,Data Scientist,0,0,0.0,0.0,0.0,0.0
2002,Code AI Corp,Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2002,Code AI Corp,DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2002,Innovation Security LLC (ISL),Computer Operator,0,0,0.0,0.0,0.0,0.0
2002,Innovation Security LLC (ISL),Systems Analyst,0,0,0.0,0.0,0.0,0.0
2002,Innovation Security LLC (ISL),Software Developer,0,0,0.0,0.0,0.0,0.0
2002,Innovation Security LLC (ISL),Database Administrator,0,0,0.0,0.0,0.0,0.0
2002,Innovation Security LLC (ISL),Network Engineer,0,0,0.0,0.0,0.0,0.0
2002,Innovation Security LLC (ISL),IT Technician,0,0,0.0,0.0,0.0,0.0
2002,Innovation Security LLC (ISL),Software Engineer,0,0,0.0,0.0,0.0,0.0
2002,Innovation Security LLC (ISL),Web Developer,0,0,0.0,0.0,0.0,0.0
2002,Innovation Security LLC (ISL),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
2002,Innovation Security LLC (ISL),Data Scientist,0,0,0.0,0.0,0.0,0.0
2002,Innovation Security LLC (ISL),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2002,Innovation Security LLC (ISL),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2004,Stream Data Inc (SDI),Computer Operator,0,0,0.0,0.0,0.0,0.0
2004,Stream Data Inc (SDI),Systems Analyst,0,0,0.0,0.0,0.0,0.0
2004,Stream Data Inc (SDI),Software Developer,0,0,0.0,0.0,0.0,0.0
2004,Stream Data Inc (SDI),Database Administrator,0,0,0.0,0.0,0.0,0.0
2004,Stream Data Inc (SDI),Network Engineer,0,0,0.0,0.0,0.0,0.0
2004,Stream Data Inc (SDI),IT Technician,0,0,0.0,0.0,0.0,0.0
2004,Stream Data Inc (SDI),Software Engineer,0,0,0.0,0.0,0.0,0.0
2004,Stream Data Inc (SDI),Web Developer,0,0,0.0,0.0,0.0,0.0
2004,Stream Data Inc (SDI),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
2004,Stream Data Inc (SDI),Data Scientist,0,0,0.0,0.0,0.0,0.0
2004,Stream Data Inc (SDI),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2004,Stream Data Inc (SDI),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2004,Cloud Net LLC (CNL),Data Scientist,0,0,0.0,0.0,0.0,0.0
2004,Cloud Net LLC (CNL),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2004,Cloud Net LLC (CNL),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2004,Cyber Digital Corp,Data Scientist,0,0,0.0,0.0,0.0,0.0
2004,Cyber Digital Corp,Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2004,Cyber Digital Corp,DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2004,Virtual Institute LLC,Computer Operator,0,0,0.0,0.0,0.0,0.0
2004,Virtual Institute LLC,Systems Analyst,0,0,0.0,0.0,0.0,0.0
2004,Virtual Institute LLC,Software Developer,0,0,0.0,0.0,0.0,0.0
2004,Virtual Institute LLC,Database Administrator,0,0,0.0,0.0,0.0,0.0
2004,Virtual Institute LLC,Network Engineer,0,0,0.0,0.0,0.0,0.0
2004,Virtual Institute LLC,IT Technician,0,0,0.0,0.0,0.0,0.0
2004,Virtual Institute LLC,Software Engineer,0,0,0.0,0.0,0.0,0.0
2004,Virtual Institute LLC,Web Developer,0,0,0.0,0.0,0.0,0.0
2004,Virtual Institute LLC,Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
2004,Virtual Institute LLC,Data Scientist,0,0,0.0,0.0,0.0,0.0
2004,Virtual Institute LLC,Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2004,Virtual Institute LLC,DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2004,Department Administration (DA),Data Scientist,0,0,0.0,0.0,0.0,0.0
2004,Department Administration (DA),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2004,Department Administration (DA),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2004,Space Laboratory (SL),Computer Operator,0,0,0.0,0.0,0.0,0.0
2004,Space Laboratory (SL),Systems Analyst,0,0,0.0,0.0,0.0,0.0
2004,Space Laboratory (SL),Software Developer,0,0,0.0,0.0,0.0,0.0
2004,Space Laboratory (SL),Database Administrator,0,0,0.0,0.0,0.0,0.0
2004,Space Laboratory (SL),Network Engineer,0,0,0.0,0.0,0.0,0.0
2004,Space Laboratory (SL),IT Technician,0,0,0.0,0.0,0.0,0.0
2004,Space Laboratory (SL),Software Engineer,0,0,0.0,0.0,0.0,0.0
2004,Space Laboratory (SL),Web Developer,0,0,0.0,0.0,0.0,0.0
2004,Space Laboratory (SL),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
2004,Space Laboratory (SL),Data Scientist,0,0,0.0,0.0,0.0,0.0
2004,Space Laboratory (SL),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2004,Space Laboratory (SL),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2004,Security Innovation Corp (SIC),Computer Operator,0,0,0.0,0.0,0.0,0.0
2004,Security Innovation Corp (SIC),Systems Analyst,0,0,0.0,0.0,0.0,0.0
2004,Security Innovation Corp (SIC),Software Developer,0,0,0.0,0.0,0.0,0.0
2004,Security Innovation Corp (SIC),Database Administrator,0,0,0.0,0.0,0.0,0.0
2004,Security Innovation Corp (SIC),Network Engineer,0,0,0.0,0.0,0.0,0.0
2004,Security Innovation Corp (SIC),IT Technician,0,0,0.0,0.0,0.0,0.0
2004,Security Innovation Corp (SIC),Software Engineer,0,0,0.0,0.0,0.0,0.0
2004,Security Innovation Corp (SIC),Web Developer,0,0,0.0,0.0,0.0,0.0
2004,Security Innovation Corp (SIC),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
2004,Security Innovation Corp (SIC),Data Scientist,0,0,0.0,0.0,0.0,0.0
2004,Security Innovation Corp (SIC),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2004,Security Innovation Corp (SIC),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2004,Department Advanced,Computer Operator,0,0,0.0,0.0,0.0,0.0
2004,Department Advanced,Systems Analyst,0,0,0.0,0.0,0.0,0.0
2004,Department Advanced,Software Developer,0,0,0.0,0.0,0.0,0.0
2004,Department Advanced,Database Administrator,0,0,0.0,0.0,0.0,0.0
2004,Department Advanced,Network Engineer,0,0,0.0,0.0,0.0,0.0
2004,Department Advanced,IT Technician,0,0,0.0,0.0,0.0,0.0
2004,Department Advanced,Software Engineer,0,0,0.0,0.0,0.0,0.0
2004,Department Advanced,Web Developer,0,0,0.0,0.0,0.0,0.0
2004,Department Advanced,Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
2004,Department Advanced,Data Scientist,0,0,0.0,0.0,0.0,0.0
2004,Department Advanced,Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2004,Department Advanced,DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2004,Net System Inc (NSI),Computer Operator,0,0,0.0,0.0,0.0,0.0
2004,Net System Inc (NSI),Systems Analyst,0,0,0.0,0.0,0.0,0.0
2004,Net System Inc (NSI),Software Developer,0,0,0.0,0.0,0.0,0.0
2004,Net System Inc (NSI),Database Administrator,0,0,0.0,0.0,0.0,0.0
2004,Net System Inc (NSI),Network Engineer,0,0,0.0,0.0,0.0,0.0
2004,Net System Inc (NSI),IT Technician,0,0,0.0,0.0,0.0,0.0
2004,Net System Inc (NSI),Software Engineer,0,0,0.0,0.0,0.0,0.0
2004,Net System Inc (NSI),Web Developer,0,0,0.0,0.0,0.0,0.0
2004,Net System Inc (NSI),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
2004,Net System Inc (NSI),Data Scientist,0,0,0.0,0.0,0.0,0.0
2004,Net System Inc (NSI),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2004,Net System Inc (NSI),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2004,Institute Agency,Computer Operator,0,0,0.0,0.0,0.0,0.0
2004,Institute Agency,Systems Analyst,0,0,0.0,0.0,0.0,0.0
2004,Institute Agency,Software Developer,0,0,0.0,0.0,0.0,0.0
2004,Institute Agency,Database Administrator,0,0,0.0,0.0,0.0,0.0
2004,Institute Agency,Network Engineer,0,0,0.0,0.0,0.0,0.0
2004,Institute Agency,IT Technician,0,0,0.0,0.0,0.0,0.0
2004,Institute Agency,Software Engineer,0,0,0.0,0.0,0.0,0.0
2004,Institute Agency,Web Developer,0,0,0.0,0.0,0.0,0.0
2004,Institute Agency,Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
2004,Institute Agency,Data Scientist,0,0,0.0,0.0,0.0,0.0
2004,Institute Agency,Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2004,Institute Agency,DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2004,Group Technologies Inc (GTI),Data Scientist,0,0,0.0,0.0,0.0,0.0
2004,Group Technologies Inc (GTI),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2004,Group Technologies Inc (GTI),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2004,Mobile Solutions Corp (MSC),Computer Operator,0,0,0.0,0.0,0.0,0.0
2004,Mobile Solutions Corp (MSC),Systems Analyst,0,0,0.0,0.0,0.0,0.0
2004,Mobile Solutions Corp (MSC),Software Developer,0,0,0.0,0.0,0.0,0.0
2004,Mobile Solutions Corp (MSC),Database Administrator,0,0,0.0,0.0,0.0,0.0
2004,Mobile Solutions Corp (MSC),Network Engineer,0,0,0.0,0.0,0.0,0.0
2004,Mobile Solutions Corp (MSC),IT Technician,0,0,0.0,0.0,0.0,0.0
2004,Mobile Solutions Corp (MSC),Software Engineer,0,0,0.0,0.0,0.0,0.0
2004,Mobile Solutions Corp (MSC),Web Developer,0,0,0.0,0.0,0.0,0.0
2004,Mobile Solutions Corp (MSC),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
2004,Mobile Solutions Corp (MSC),Data Scientist,0,0,0.0,0.0,0.0,0.0
2004,Mobile Solutions Corp (MSC),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2004,Mobile Solutions Corp (MSC),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2004,Department Laboratory (DL),Data Scientist,0,0,0.0,0.0,0.0,0.0
2004,Department Laboratory (DL),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2004,Department Laboratory (DL),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2004,Code AI Corp,Data Scientist,0,0,0.0,0.0,0.0,0.0
2004,Code AI Corp,Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2004,Code AI Corp,DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2004,Innovation Security LLC (ISL),Computer Operator,0,0,0.0,0.0,0.0,0.0
2004,Innovation Security LLC (ISL),Systems Analyst,0,0,0.0,0.0,0.0,0.0
2004,Innovation Security LLC (ISL),Software Developer,0,0,0.0,0.0,0.0,0.0
2004,Innovation Security LLC (ISL),Database Administrator,0,0,0.0,0.0,0.0,0.0
2004,Innovation Security LLC (ISL),Network Engineer,0,0,0.0,0.0,0.0,0.0
2004,Innovation Security LLC (ISL),IT Technician,0,0,0.0,0.0,0.0,0.0
2004,Innovation Security LLC (ISL),Software Engineer,0,0,0.0,0.0,0.0,0.0
2004,Innovation Security LLC (ISL),Web Developer,0,0,0.0,0.0,0.0,0.0
2004,Innovation Security LLC (ISL),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
2004,Innovation Security LLC (ISL),Data Scientist,0,0,0.0,0.0,0.0,0.0
2004,Innovation Security LLC (ISL),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2004,Innovation Security LLC (ISL),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2006,Stream Data Inc (SDI),Computer Operator,0,0,0.0,0.0,0.0,0.0
2006,Stream Data Inc (SDI),Systems Analyst,0,0,0.0,0.0,0.0,0.0
2006,Stream Data Inc (SDI),Software Developer,0,0,0.0,0.0,0.0,0.0
2006,Stream Data Inc (SDI),Database Administrator,0,0,0.0,0.0,0.0,0.0
2006,Stream Data Inc (SDI),Network Engineer,0,0,0.0,0.0,0.0,0.0
2006,Stream Data Inc (SDI),IT Technician,0,0,0.0,0.0,0.0,0.0
2006,Stream Data Inc (SDI),Software Engineer,0,0,0.0,0.0,0.0,0.0
2006,Stream Data Inc (SDI),Web Developer,0,0,0.0,0.0,0.0,0.0
2006,Stream Data Inc (SDI),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
2006,Stream Data Inc (SDI),Data Scientist,0,0,0.0,0.0,0.0,0.0
2006,Stream Data Inc (SDI),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2006,Stream Data Inc (SDI),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2006,Cloud Net LLC (CNL),Data Scientist,0,0,0.0,0.0,0.0,0.0
2006,Cloud Net LLC (CNL),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2006,Cloud Net LLC (CNL),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
2006,Cyber Digital Corp,Data Scientist,0,0,0.0,0.0,0.0,0.0
2006,Cyber Digital Corp,Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
2006,Cyber Digital Corp,DevOps Engineer,0,0,0.0,0.0,0.0,0.0
