Year,Employer,Role,Count Male,Count Female,Count Total,Min Salary,Max Salary,Average Male Salary,Average Female Salary
1964,Department Advanced,Executive VP,0,0,1,0.0,0.0,0.0,0.0
1964,Department Advanced,Senior VP,0,0,4,0.0,0.0,0.0,0.0
1964,Department Advanced,Senior Director,0,0,72,0.0,0.0,0.0,0.0
1964,Department Advanced,Director,0,0,290,0.0,0.0,0.0,0.0
1964,Institute Agency,CEO,0,0,1,0.0,0.0,0.0,0.0
1964,Institute Agency,Executive VP,0,0,1,0.0,0.0,0.0,0.0
1964,Institute Agency,Senior VP,0,0,4,0.0,0.0,0.0,0.0
1964,Institute Agency,Senior Director,0,0,66,0.0,0.0,0.0,0.0
1964,Institute Agency,Director,0,0,264,0.0,0.0,0.0,0.0
1964,Group Technologies Inc (GTI),CEO,0,0,1,0.0,0.0,0.0,0.0
1964,Group Technologies Inc (GTI),Executive VP,0,0,1,0.0,0.0,0.0,0.0
1964,Group Technologies Inc (GTI),Senior VP,0,0,4,0.0,0.0,0.0,0.0
1964,Group Technologies Inc (GTI),Senior Director,0,0,64,0.0,0.0,0.0,0.0
1964,Group Technologies Inc (GTI),Director,0,0,257,0.0,0.0,0.0,0.0
1964,Space Laboratory (SL),CEO,0,0,1,0.0,0.0,0.0,0.0
1964,Space Laboratory (SL),Executive VP,0,0,0,0.0,0.0,0.0,0.0
1964,Space Laboratory (SL),Senior VP,0,0,2,0.0,0.0,0.0,0.0
1964,Space Laboratory (SL),Senior Director,0,0,35,0.0,0.0,0.0,0.0
1964,Space Laboratory (SL),Director,0,0,141,0.0,0.0,0.0,0.0
1964,Security Innovation Corp (SIC),CEO,0,0,1,0.0,0.0,0.0,0.0
1964,Security Innovation Corp (SIC),Executive VP,0,0,1,0.0,0.0,0.0,0.0
1964,Security Innovation Corp (SIC),Senior VP,0,0,4,0.0,0.0,0.0,0.0
1964,Security Innovation Corp (SIC),Senior Director,0,0,69,0.0,0.0,0.0,0.0
1964,Security Innovation Corp (SIC),Director,0,0,279,0.0,0.0,0.0,0.0
1964,Innovation Security LLC (ISL),CEO,0,0,1,0.0,0.0,0.0,0.0
1964,Innovation Security LLC (ISL),Executive VP,0,0,0,0.0,0.0,0.0,0.0
1964,Innovation Security LLC (ISL),Senior VP,0,0,2,0.0,0.0,0.0,0.0
1964,Innovation Security LLC (ISL),Senior Director,0,0,34,0.0,0.0,0.0,0.0
1964,Innovation Security LLC (ISL),Director,0,0,139,0.0,0.0,0.0,0.0
1964,Cloud Net LLC (CNL),CEO,0,0,0,0.0,0.0,0.0,0.0
1964,Cloud Net LLC (CNL),Executive VP,0,0,0,0.0,0.0,0.0,0.0
1964,Cloud Net LLC (CNL),Senior VP,0,0,0,0.0,0.0,0.0,0.0
1964,Cloud Net LLC (CNL),Senior Director,0,0,0,0.0,0.0,0.0,0.0
1964,Cloud Net LLC (CNL),Director,0,0,0,0.0,0.0,0.0,0.0
1964,Mobile Solutions Corp (MSC),CEO,0,0,0,0.0,0.0,0.0,0.0
1964,Mobile Solutions Corp (MSC),Executive VP,0,0,0,0.0,0.0,0.0,0.0
1964,Mobile Solutions Corp (MSC),Senior VP,0,0,0,0.0,0.0,0.0,0.0
1964,Mobile Solutions Corp (MSC),Senior Director,0,0,0,0.0,0.0,0.0,0.0
1964,Mobile Solutions Corp (MSC),Director,0,0,0,0.0,0.0,0.0,0.0
1964,Code AI Corp,CEO,0,0,0,0.0,0.0,0.0,0.0
1964,Code AI Corp,Executive VP,0,0,0,0.0,0.0,0.0,0.0
1964,Code AI Corp,Senior VP,0,0,0,0.0,0.0,0.0,0.0
1964,Code AI Corp,Senior Director,0,0,0,0.0,0.0,0.0,0.0
1964,Code AI Corp,Director,0,0,0,0.0,0.0,0.0,0.0
1964,Department Administration (DA),CEO,0,0,0,0.0,0.0,0.0,0.0
1964,Department Administration (DA),Executive VP,0,0,0,0.0,0.0,0.0,0.0
1964,Department Administration (DA),Senior VP,0,0,0,0.0,0.0,0.0,0.0
1964,Department Administration (DA),Senior Director,0,0,0,0.0,0.0,0.0,0.0
1964,Department Administration (DA),Director,0,0,0,0.0,0.0,0.0,0.0
1964,Department Laboratory (DL),CEO,0,0,0,0.0,0.0,0.0,0.0
1964,Department Laboratory (DL),Executive VP,0,0,0,0.0,0.0,0.0,0.0
1964,Department Laboratory (DL),Senior VP,0,0,0,0.0,0.0,0.0,0.0
1964,Department Laboratory (DL),Senior Director,0,0,0,0.0,0.0,0.0,0.0
1964,Department Laboratory (DL),Director,0,0,0,0.0,0.0,0.0,0.0
1964,Stream Data Inc (SDI),CEO,0,0,0,0.0,0.0,0.0,0.0
1964,Stream Data Inc (SDI),Executive VP,0,0,0,0.0,0.0,0.0,0.0
1964,Stream Data Inc (SDI),Senior VP,0,0,0,0.0,0.0,0.0,0.0
1964,Stream Data Inc (SDI),Senior Director,0,0,0,0.0,0.0,0.0,0.0
1964,Stream Data Inc (SDI),Director,0,0,0,0.0,0.0,0.0,0.0
1966,Net System Inc (NSI),CEO,0,0,1,0.0,0.0,0.0,0.0
1966,Net System Inc (NSI),Executive VP,0,0,1,0.0,0.0,0.0,0.0
1966,Net System Inc (NSI),Senior VP,0,0,4,0.0,0.0,0.0,0.0
1966,Net System Inc (NSI),Senior Director,0,0,70,0.0,0.0,0.0,0.0
1966,Net System Inc (NSI),Director,0,0,281,0.0,0.0,0.0,0.0
1966,Cyber Digital Corp,CEO,0,0,1,0.0,0.0,0.0,0.0
1966,Cyber Digital Corp,Executive VP,0,0,1,0.0,0.0,0.0,0.0
1966,Cyber Digital Corp,Senior VP,0,0,4,0.0,0.0,0.0,0.0
1966,Cyber Digital Corp,Senior Director,0,0,71,0.0,0.0,0.0,0.0
1966,Cyber Digital Corp,Director,0,0,284,0.0,0.0,0.0,0.0
1966,Virtual Institute LLC,CEO,0,0,1,0.0,0.0,0.0,0.0
1966,Virtual Institute LLC,Executive VP,0,0,0,0.0,0.0,0.0,0.0
1966,Virtual Institute LLC,Senior VP,0,0,3,0.0,0.0,0.0,0.0
1966,Virtual Institute LLC,Senior Director,0,0,57,0.0,0.0,0.0,0.0
1966,Virtual Institute LLC,Director,0,0,229,0.0,0.0,0.0,0.0
1966,Department Advanced,CEO,0,0,1,0.0,0.0,0.0,0.0
1966,Department Advanced,Executive VP,0,0,0,0.0,0.0,0.0,0.0
1966,Department Advanced,Senior VP,0,0,3,0.0,0.0,0.0,0.0
1966,Department Advanced,Senior Director,0,0,54,0.0,0.0,0.0,0.0
1966,Department Advanced,Director,0,0,219,0.0,0.0,0.0,0.0
1966,Institute Agency,CEO,0,0,1,0.0,0.0,0.0,0.0
1966,Institute Agency,Executive VP,0,0,1,0.0,0.0,0.0,0.0
1966,Institute Agency,Senior VP,0,0,5,0.0,0.0,0.0,0.0
1966,Institute Agency,Senior Director,0,0,95,0.0,0.0,0.0,0.0
1966,Institute Agency,Director,0,0,382,0.0,0.0,0.0,0.0
1966,Group Technologies Inc (GTI),CEO,0,0,1,0.0,0.0,0.0,0.0
1966,Group Technologies Inc (GTI),Executive VP,0,0,1,0.0,0.0,0.0,0.0
1966,Group Technologies Inc (GTI),Senior VP,0,0,4,0.0,0.0,0.0,0.0
1966,Group Technologies Inc (GTI),Senior Director,0,0,72,0.0,0.0,0.0,0.0
1966,Group Technologies Inc (GTI),Director,0,0,291,0.0,0.0,0.0,0.0
1966,Space Laboratory (SL),CEO,0,0,1,0.0,0.0,0.0,0.0
1966,Space Laboratory (SL),Executive VP,0,0,1,0.0,0.0,0.0,0.0
1966,Space Laboratory (SL),Senior VP,0,0,4,0.0,0.0,0.0,0.0
1966,Space Laboratory (SL),Senior Director,0,0,66,0.0,0.0,0.0,0.0
1966,Space Laboratory (SL),Director,0,0,264,0.0,0.0,0.0,0.0
1966,Security Innovation Corp (SIC),CEO,0,0,1,0.0,0.0,0.0,0.0
1966,Security Innovation Corp (SIC),Executive VP,0,0,1,0.0,0.0,0.0,0.0
1966,Security Innovation Corp (SIC),Senior VP,0,0,4,0.0,0.0,0.0,0.0
1966,Security Innovation Corp (SIC),Senior Director,0,0,77,0.0,0.0,0.0,0.0
1966,Security Innovation Corp (SIC),Director,0,0,308,0.0,0.0,0.0,0.0
1966,Innovation Security LLC (ISL),CEO,0,0,1,0.0,0.0,0.0,0.0
1966,Innovation Security LLC (ISL),Executive VP,0,0,1,0.0,0.0,0.0,0.0
1966,Innovation Security LLC (ISL),Senior VP,0,0,4,0.0,0.0,0.0,0.0
1966,Innovation Security LLC (ISL),Senior Director,0,0,67,0.0,0.0,0.0,0.0
1966,Innovation Security LLC (ISL),Director,0,0,271,0.0,0.0,0.0,0.0
1966,Cloud Net LLC (CNL),CEO,0,0,1,0.0,0.0,0.0,0.0
1966,Cloud Net LLC (CNL),Executive VP,0,0,1,0.0,0.0,0.0,0.0
1966,Cloud Net LLC (CNL),Senior VP,0,0,5,0.0,0.0,0.0,0.0
1966,Cloud Net LLC (CNL),Senior Director,0,0,95,0.0,0.0,0.0,0.0
1966,Cloud Net LLC (CNL),Director,0,0,382,0.0,0.0,0.0,0.0
1966,Mobile Solutions Corp (MSC),CEO,0,0,0,0.0,0.0,0.0,0.0
1966,Mobile Solutions Corp (MSC),Executive VP,0,0,0,0.0,0.0,0.0,0.0
1966,Mobile Solutions Corp (MSC),Senior VP,0,0,0,0.0,0.0,0.0,0.0
1966,Mobile Solutions Corp (MSC),Senior Director,0,0,0,0.0,0.0,0.0,0.0
1966,Mobile Solutions Corp (MSC),Director,0,0,0,0.0,0.0,0.0,0.0
1966,Code AI Corp,CEO,0,0,0,0.0,0.0,0.0,0.0
1966,Code AI Corp,Executive VP,0,0,0,0.0,0.0,0.0,0.0
1966,Code AI Corp,Senior VP,0,0,0,0.0,0.0,0.0,0.0
1966,Code AI Corp,Senior Director,0,0,0,0.0,0.0,0.0,0.0
1966,Code AI Corp,Director,0,0,0,0.0,0.0,0.0,0.0
1966,Department Administration (DA),CEO,0,0,0,0.0,0.0,0.0,0.0
1966,Department Administration (DA),Executive VP,0,0,0,0.0,0.0,0.0,0.0
1966,Department Administration (DA),Senior VP,0,0,0,0.0,0.0,0.0,0.0
1966,Department Administration (DA),Senior Director,0,0,0,0.0,0.0,0.0,0.0
1966,Department Administration (DA),Director,0,0,0,0.0,0.0,0.0,0.0
1966,Department Laboratory (DL),CEO,0,0,0,0.0,0.0,0.0,0.0
1966,Department Laboratory (DL),Executive VP,0,0,0,0.0,0.0,0.0,0.0
1966,Department Laboratory (DL),Senior VP,0,0,0,0.0,0.0,0.0,0.0
1966,Department Laboratory (DL),Senior Director,0,0,0,0.0,0.0,0.0,0.0
1966,Department Laboratory (DL),Director,0,0,0,0.0,0.0,0.0,0.0
1966,Stream Data Inc (SDI),CEO,0,0,0,0.0,0.0,0.0,0.0
1966,Stream Data Inc (SDI),Executive VP,0,0,0,0.0,0.0,0.0,0.0
1966,Stream Data Inc (SDI),Senior VP,0,0,0,0.0,0.0,0.0,0.0
1966,Stream Data Inc (SDI),Senior Director,0,0,0,0.0,0.0,0.0,0.0
1966,Stream Data Inc (SDI),Director,0,0,0,0.0,0.0,0.0,0.0
1968,Net System Inc (NSI),CEO,0,0,1,0.0,0.0,0.0,0.0
1968,Net System Inc (NSI),Executive VP,0,0,1,0.0,0.0,0.0,0.0
1968,Net System Inc (NSI),Senior VP,0,0,4,0.0,0.0,0.0,0.0
1968,Net System Inc (NSI),Senior Director,0,0,74,0.0,0.0,0.0,0.0
1968,Net System Inc (NSI),Director,0,0,298,0.0,0.0,0.0,0.0
1968,Cyber Digital Corp,CEO,0,0,1,0.0,0.0,0.0,0.0
1968,Cyber Digital Corp,Executive VP,0,0,1,0.0,0.0,0.0,0.0
1968,Cyber Digital Corp,Senior VP,0,0,4,0.0,0.0,0.0,0.0
1968,Cyber Digital Corp,Senior Director,0,0,68,0.0,0.0,0.0,0.0
1968,Cyber Digital Corp,Director,0,0,275,0.0,0.0,0.0,0.0
1968,Virtual Institute LLC,CEO,0,0,1,0.0,0.0,0.0,0.0
1968,Virtual Institute LLC,Executive VP,0,0,1,0.0,0.0,0.0,0.0
1968,Virtual Institute LLC,Senior VP,0,0,4,0.0,0.0,0.0,0.0
1968,Virtual Institute LLC,Senior Director,0,0,74,0.0,0.0,0.0,0.0
1968,Virtual Institute LLC,Director,0,0,296,0.0,0.0,0.0,0.0
1968,Department Advanced,CEO,0,0,1,0.0,0.0,0.0,0.0
1968,Department Advanced,Executive VP,0,0,1,0.0,0.0,0.0,0.0
1968,Department Advanced,Senior VP,0,0,5,0.0,0.0,0.0,0.0
1968,Department Advanced,Senior Director,0,0,82,0.0,0.0,0.0,0.0
1968,Department Advanced,Director,0,0,328,0.0,0.0,0.0,0.0
1968,Institute Agency,CEO,0,0,1,0.0,0.0,0.0,0.0
1968,Institute Agency,Executive VP,0,0,0,0.0,0.0,0.0,0.0
1968,Institute Agency,Senior VP,0,0,3,0.0,0.0,0.0,0.0
1968,Institute Agency,Senior Director,0,0,49,0.0,0.0,0.0,0.0
1968,Institute Agency,Director,0,0,196,0.0,0.0,0.0,0.0
1968,Group Technologies Inc (GTI),CEO,0,0,1,0.0,0.0,0.0,0.0
1968,Group Technologies Inc (GTI),Executive VP,0,0,1,0.0,0.0,0.0,0.0
1968,Group Technologies Inc (GTI),Senior VP,0,0,4,0.0,0.0,0.0,0.0
1968,Group Technologies Inc (GTI),Senior Director,0,0,73,0.0,0.0,0.0,0.0
1968,Group Technologies Inc (GTI),Director,0,0,294,0.0,0.0,0.0,0.0
1968,Space Laboratory (SL),CEO,0,0,1,0.0,0.0,0.0,0.0
1968,Space Laboratory (SL),Executive VP,0,0,0,0.0,0.0,0.0,0.0
1968,Space Laboratory (SL),Senior VP,0,0,3,0.0,0.0,0.0,0.0
1968,Space Laboratory (SL),Senior Director,0,0,55,0.0,0.0,0.0,0.0
1968,Space Laboratory (SL),Director,0,0,221,0.0,0.0,0.0,0.0
1968,Security Innovation Corp (SIC),CEO,0,0,1,0.0,0.0,0.0,0.0
1968,Security Innovation Corp (SIC),Executive VP,0,0,1,0.0,0.0,0.0,0.0
1968,Security Innovation Corp (SIC),Senior VP,0,0,4,0.0,0.0,0.0,0.0
1968,Security Innovation Corp (SIC),Senior Director,0,0,72,0.0,0.0,0.0,0.0
1968,Security Innovation Corp (SIC),Director,0,0,291,0.0,0.0,0.0,0.0
1968,Innovation Security LLC (ISL),CEO,0,0,1,0.0,0.0,0.0,0.0
1968,Innovation Security LLC (ISL),Executive VP,0,0,1,0.0,0.0,0.0,0.0
1968,Innovation Security LLC (ISL),Senior VP,0,0,5,0.0,0.0,0.0,0.0
1968,Innovation Security LLC (ISL),Senior Director,0,0,82,0.0,0.0,0.0,0.0
1968,Innovation Security LLC (ISL),Director,0,0,331,0.0,0.0,0.0,0.0
1968,Cloud Net LLC (CNL),CEO,0,0,1,0.0,0.0,0.0,0.0
1968,Cloud Net LLC (CNL),Executive VP,0,0,1,0.0,0.0,0.0,0.0
1968,Cloud Net LLC (CNL),Senior VP,0,0,5,0.0,0.0,0.0,0.0
1968,Cloud Net LLC (CNL),Senior Director,0,0,91,0.0,0.0,0.0,0.0
1968,Cloud Net LLC (CNL),Director,0,0,365,0.0,0.0,0.0,0.0
1968,Mobile Solutions Corp (MSC),CEO,0,0,0,0.0,0.0,0.0,0.0
1968,Mobile Solutions Corp (MSC),Executive VP,0,0,0,0.0,0.0,0.0,0.0
1968,Mobile Solutions Corp (MSC),Senior VP,0,0,0,0.0,0.0,0.0,0.0
1968,Mobile Solutions Corp (MSC),Senior Director,0,0,0,0.0,0.0,0.0,0.0
1968,Mobile Solutions Corp (MSC),Director,0,0,0,0.0,0.0,0.0,0.0
1968,Code AI Corp,CEO,0,0,0,0.0,0.0,0.0,0.0
1968,Code AI Corp,Executive VP,0,0,0,0.0,0.0,0.0,0.0
1968,Code AI Corp,Senior VP,0,0,0,0.0,0.0,0.0,0.0
1968,Code AI Corp,Senior Director,0,0,0,0.0,0.0,0.0,0.0
1968,Code AI Corp,Director,0,0,0,0.0,0.0,0.0,0.0
1968,Department Administration (DA),CEO,0,0,0,0.0,0.0,0.0,0.0
1968,Department Administration (DA),Executive VP,0,0,0,0.0,0.0,0.0,0.0
1968,Department Administration (DA),Senior VP,0,0,0,0.0,0.0,0.0,0.0
1968,Department Administration (DA),Senior Director,0,0,0,0.0,0.0,0.0,0.0
1968,Department Administration (DA),Director,0,0,0,0.0,0.0,0.0,0.0
1968,Department Laboratory (DL),CEO,0,0,0,0.0,0.0,0.0,0.0
1968,Department Laboratory (DL),Executive VP,0,0,0,0.0,0.0,0.0,0.0
1968,Department Laboratory (DL),Senior VP,0,0,0,0.0,0.0,0.0,0.0
1968,Department Laboratory (DL),Senior Director,0,0,0,0.0,0.0,0.0,0.0
1968,Department Laboratory (DL),Director,0,0,0,0.0,0.0,0.0,0.0
1968,Stream Data Inc (SDI),CEO,0,0,0,0.0,0.0,0.0,0.0
1968,Stream Data Inc (SDI),Executive VP,0,0,0,0.0,0.0,0.0,0.0
1968,Stream Data Inc (SDI),Senior VP,0,0,0,0.0,0.0,0.0,0.0
1968,Stream Data Inc (SDI),Senior Director,0,0,0,0.0,0.0,0.0,0.0
1968,Stream Data Inc (SDI),Director,0,0,0,0.0,0.0,0.0,0.0
1970,Net System Inc (NSI),CEO,1,0,1,11725184.96,142231246.20000002,37947560.2,0.0
1970,Net System Inc (NSI),Executive VP,1,0,1,1704241.9999999998,20673146.250000004,5515633.75,0.0
1970,Net System Inc (NSI),Senior VP,7,0,7,340848.4,4134629.250000001,1103126.75,0.0
1970,Net System Inc (NSI),Senior Director,121,0,121,102254.52,1240388.775,330938.025,0.0
1970,Net System Inc (NSI),Director,487,0,487,68169.68,826925.8500000001,220625.35,0.0
1970,Cyber Digital Corp,CEO,1,0,1,14143857.560000002,189306701.92,30139431.0,0.0
1970,Cyber Digital Corp,Executive VP,1,0,1,2055793.25,27515509.0,4380731.25,0.0
1970,Cyber Digital Corp,Senior VP,6,0,6,411158.65,5503101.799999999,876146.25,0.0
1970,Cyber Digital Corp,Senior Director,107,0,107,123347.59500000002,1650930.5399999998,262843.875,0.0
1970,Cyber Digital Corp,Director,428,0,428,82231.73000000001,1100620.36,175229.25,0.0
1970,Virtual Institute LLC,CEO,1,0,1,11908702.08,124465082.4,42809219.32,0.0
1970,Virtual Institute LLC,Executive VP,1,0,1,1730916.0,18090855.0,6222270.25,0.0
1970,Virtual Institute LLC,Senior VP,6,0,6,346183.2,3618171.0,1244454.05,0.0
1970,Virtual Institute LLC,Senior Director,104,0,104,103854.96,1085451.2999999998,373336.215,0.0
1970,Virtual Institute LLC,Director,418,0,418,69236.64,723634.2,248890.81,0.0
1970,Department Advanced,CEO,1,0,1,12202125.48,152034057.67999998,38648181.56,0.0
1970,Department Advanced,Executive VP,1,0,1,1773564.75,22097973.5,5617468.25,0.0
1970,Department Advanced,Senior VP,6,0,6,354712.94999999995,4419594.699999999,1123493.65,0.0
1970,Department Advanced,Senior Director,109,0,109,106413.885,1325878.41,337048.09500000003,0.0
1970,Department Advanced,Director,437,0,437,70942.59,883918.94,224698.73,0.0
1970,Institute Agency,CEO,1,0,1,11505179.76,185746683.76,47901575.16,0.0
1970,Institute Agency,Executive VP,1,0,1,1672264.5,26998064.5,6962438.250000001,0.0
1970,Institute Agency,Senior VP,7,0,7,334452.9,5399612.9,1392487.65,0.0
1970,Institute Agency,Senior Director,114,0,114,100335.87,1619883.87,417746.295,0.0
1970,Institute Agency,Director,456,0,456,66890.58,1079922.58,278497.53,0.0
1970,Group Technologies Inc (GTI),CEO,1,0,1,13912727.400000002,135690361.4,35320867.36,0.0
1970,Group Technologies Inc (GTI),Executive VP,2,0,2,2022198.75,19722436.25,5133847.0,0.0
1970,Group Technologies Inc (GTI),Senior VP,8,0,8,404439.75000000006,3944487.25,1026769.4,0.0
1970,Group Technologies Inc (GTI),Senior Director,133,0,133,121331.92500000002,1183346.1749999998,308030.82,0.0
1970,Group Technologies Inc (GTI),Director,535,0,535,80887.95000000001,788897.45,205353.88,0.0
1970,Space Laboratory (SL),CEO,1,0,1,17070908.84,142011707.12,32205202.6,0.0
1970,Space Laboratory (SL),Executive VP,2,0,2,2481236.75,20641236.5,4680988.75,0.0
1970,Space Laboratory (SL),Senior VP,8,0,8,496247.35,4128247.3,936197.75,0.0
1970,Space Laboratory (SL),Senior Director,132,0,132,148874.20500000002,1238474.19,280859.32499999995,0.0
1970,Space Laboratory (SL),Director,531,0,531,99249.47,825649.46,187239.55,0.0
1970,Security Innovation Corp (SIC),CEO,1,0,1,11435287.56,164276737.32000002,32839734.68,0.0
1970,Security Innovation Corp (SIC),Executive VP,2,0,2,1662105.75,23877432.75,4773217.25,0.0
1970,Security Innovation Corp (SIC),Senior VP,10,0,10,332421.15,4775486.550000001,954643.45,0.0
1970,Security Innovation Corp (SIC),Senior Director,165,0,165,99726.345,1432645.965,286393.03500000003,0.0
1970,Security Innovation Corp (SIC),Director,660,0,660,66484.23,955097.31,190928.69,0.0
1970,Innovation Security LLC (ISL),CEO,1,0,1,11203324.92,178015674.2,45038731.48,0.0
1970,Innovation Security LLC (ISL),Executive VP,1,0,1,1628390.25,25874371.25,6546327.25,0.0
1970,Innovation Security LLC (ISL),Senior VP,6,0,6,325678.05,5174874.25,1309265.45,0.0
1970,Innovation Security LLC (ISL),Senior Director,109,0,109,97703.415,1552462.275,392779.635,0.0
1970,Innovation Security LLC (ISL),Director,436,0,436,65135.61,1034974.85,261853.09,0.0
1970,Cloud Net LLC (CNL),CEO,1,0,1,11854240.0,160119960.0,32786734.6,0.0
1970,Cloud Net LLC (CNL),Executive VP,2,0,2,1723000.0,23273250.0,4765513.75,0.0
1970,Cloud Net LLC (CNL),Senior VP,8,0,8,344600.0,4654650.0,953102.75,0.0
1970,Cloud Net LLC (CNL),Senior Director,135,0,135,103380.0,1396395.0,285930.82499999995,0.0
1970,Cloud Net LLC (CNL),Director,541,0,541,68920.0,930930.0,190620.55,0.0
1970,Mobile Solutions Corp (MSC),CEO,1,0,1,12961477.96,125005437.6,32631219.08,0.0
1970,Mobile Solutions Corp (MSC),Executive VP,1,0,1,1883935.75,18169395.0,4742909.75,0.0
1970,Mobile Solutions Corp (MSC),Senior VP,4,0,4,376787.15,3633879.0,948581.95,0.0
1970,Mobile Solutions Corp (MSC),Senior Director,75,0,75,113036.145,1090163.7000000002,284574.585,0.0
1970,Mobile Solutions Corp (MSC),Director,300,0,300,75357.43,726775.8,189716.39,0.0
1970,Code AI Corp,CEO,0,0,0,0.0,0.0,0.0,0.0
1970,Code AI Corp,Executive VP,0,0,0,0.0,0.0,0.0,0.0
1970,Code AI Corp,Senior VP,0,0,0,0.0,0.0,0.0,0.0
1970,Code AI Corp,Senior Director,0,0,0,0.0,0.0,0.0,0.0
1970,Code AI Corp,Director,0,0,0,0.0,0.0,0.0,0.0
1970,Department Administration (DA),CEO,0,0,0,0.0,0.0,0.0,0.0
1970,Department Administration (DA),Executive VP,0,0,0,0.0,0.0,0.0,0.0
1970,Department Administration (DA),Senior VP,0,0,0,0.0,0.0,0.0,0.0
1970,Department Administration (DA),Senior Director,0,0,0,0.0,0.0,0.0,0.0
1970,Department Administration (DA),Director,0,0,0,0.0,0.0,0.0,0.0
1970,Department Laboratory (DL),CEO,0,0,0,0.0,0.0,0.0,0.0
1970,Department Laboratory (DL),Executive VP,0,0,0,0.0,0.0,0.0,0.0
1970,Department Laboratory (DL),Senior VP,0,0,0,0.0,0.0,0.0,0.0
1970,Department Laboratory (DL),Senior Director,0,0,0,0.0,0.0,0.0,0.0
1970,Department Laboratory (DL),Director,0,0,0,0.0,0.0,0.0,0.0
1970,Stream Data Inc (SDI),CEO,0,0,0,0.0,0.0,0.0,0.0
1970,Stream Data Inc (SDI),Executive VP,0,0,0,0.0,0.0,0.0,0.0
1970,Stream Data Inc (SDI),Senior VP,0,0,0,0.0,0.0,0.0,0.0
1970,Stream Data Inc (SDI),Senior Director,0,0,0,0.0,0.0,0.0,0.0
1970,Stream Data Inc (SDI),Director,0,0,0,0.0,0.0,0.0,0.0
1972,Net System Inc (NSI),CEO,1,0,1,13469725.92,131223946.24,33473503.08,0.0
1972,Net System Inc (NSI),Executive VP,2,0,2,1957809.0,19073248.0,4865334.75,0.0
1972,Net System Inc (NSI),Senior VP,9,0,9,391561.8,3814649.6,973066.95,0.0
1972,Net System Inc (NSI),Senior Director,156,0,156,117468.54,1144394.88,291920.085,0.0
1972,Net System Inc (NSI),Director,625,0,625,78312.36,762929.92,194613.39,0.0
1972,Cyber Digital Corp,CEO,1,0,1,13434987.08,128534296.23999998,34361619.919999994,0.0
1972,Cyber Digital Corp,Executive VP,2,0,2,1952759.75,18682310.5,4994421.5,0.0
1972,Cyber Digital Corp,Senior VP,8,0,8,390551.95,3736462.1,998884.3,0.0
1972,Cyber Digital Corp,Senior Director,137,0,137,117165.585,1120938.63,299665.29,0.0
1972,Cyber Digital Corp,Director,551,0,551,78110.39,747292.4199999999,199776.86,0.0
1972,Virtual Institute LLC,CEO,1,0,1,13674051.599999998,140551688.56,39867556.64,0.0
1972,Virtual Institute LLC,Executive VP,2,0,2,1987507.5,20429024.5,5794703.0,0.0
1972,Virtual Institute LLC,Senior VP,9,0,9,397501.5,4085804.9,1158940.6,0.0
1972,Virtual Institute LLC,Senior Director,159,0,159,119250.44999999998,1225741.47,347682.18,0.0
1972,Virtual Institute LLC,Director,637,0,637,79500.29999999999,817160.98,231788.12,0.0
1972,Department Advanced,CEO,1,0,1,13181908.0,187118684.76,32036898.879999995,0.0
1972,Department Advanced,Executive VP,1,0,1,1915975.0,27197483.25,4656525.999999999,0.0
1972,Department Advanced,Senior VP,6,0,6,383195.0,5439496.65,931305.2,0.0
1972,Department Advanced,Senior Director,100,0,100,114958.5,1631848.995,279391.55999999994,0.0
1972,Department Advanced,Director,402,0,402,76639.0,1087899.33,186261.04,0.0
1972,Institute Agency,CEO,1,0,1,12728968.36,133332296.44,33807762.72,0.0
1972,Institute Agency,Executive VP,2,0,2,1850140.75,19379694.25,4913919.0,0.0
1972,Institute Agency,Senior VP,8,0,8,370028.15,3875938.85,982783.8,0.0
1972,Institute Agency,Senior Director,132,0,132,111008.445,1162781.655,294835.14,0.0
1972,Institute Agency,Director,529,0,529,74005.63,775187.77,196556.76,0.0
1972,Group Technologies Inc (GTI),CEO,1,0,1,12595382.84,159846713.92,36675897.120000005,0.0
1972,Group Technologies Inc (GTI),Executive VP,1,0,1,1830724.25,23233534.0,5330799.000000001,0.0
1972,Group Technologies Inc (GTI),Senior VP,7,0,7,366144.85,4646706.8,1066159.8,0.0
1972,Group Technologies Inc (GTI),Senior Director,117,0,117,109843.455,1394012.04,319847.94000000006,0.0
1972,Group Technologies Inc (GTI),Director,468,0,468,73228.97,929341.36,213231.96,0.0
1972,Space Laboratory (SL),CEO,1,0,1,11915215.720000004,137545144.04,29672653.96,0.0
1972,Space Laboratory (SL),Executive VP,2,0,2,1731862.7500000002,19992026.75,4312885.75,0.0
1972,Space Laboratory (SL),Senior VP,10,0,10,346372.55000000005,3998405.35,862577.1499999999,0.0
1972,Space Laboratory (SL),Senior Director,162,0,162,103911.765,1199521.605,258773.145,0.0
1972,Space Laboratory (SL),Director,649,0,649,69274.51000000001,799681.07,172515.43,0.0
1972,Security Innovation Corp (SIC),CEO,1,0,1,11476909.84,145014646.52,33865577.080000006,0.0
1972,Security Innovation Corp (SIC),Executive VP,1,0,1,1668155.5,21077710.25,4922322.25,0.0
1972,Security Innovation Corp (SIC),Senior VP,6,0,6,333631.1,4215542.05,984464.45,0.0
1972,Security Innovation Corp (SIC),Senior Director,108,0,108,100089.33,1264662.615,295339.335,0.0
