song,text,Streams,Artist,Artist Followers,Genre,Highest Charting Position,Number of Times Charted,Week of Highest Charting,Release Date,Weeks Charted,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence,Chord
,,"4,661,170","El Alfa, Chael Produciendo",1779640,"['dembow', 'latin', 'rap dominicano', 'reggaeton', 'trap latino']",179,3,2020-07-17--2020-07-24,2020-05-15,"2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24",69,0.853,0.909,-2.473,0.229,0.0522,0.129,112.987,178407,0.803,G
,,"4,588,064",Rauw Alejandro,6096559,"['puerto rican pop', 'trap latino']",42,24,2020-04-17--2020-04-24,2020-07-09,"2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28",78,0.848,0.637,-5.132,0.156,0.0413,0.0521,96.988,222680,0.698,A
,,"4,583,475",Ty Dolla $ign,3866304,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",86,5,2020-07-03--2020-07-10,2020-10-22,"2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10",71,0.818,0.598,-5.948,0.113,0.0573,0.634,111.052,231618,0.331,A#/Bb
,,"4,561,936",J Balvin,29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",33,30,2020-03-20--2020-03-27,2020-01-09,"2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17",71,0.881,0.696,-3.838,0.0797,0.137,0.0927,97.002,200667,0.781,B
,,"4,476,954",Billie Eilish,1251372,[],101,22,2020-02-14--2020-02-21,2021-08-13,"2020-07-31--2020-08-07
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",1,0.358,0.372,-7.664,0.0464,0.81,0.0877,144.833,200387,0.16,E
,,"8,293,983",J. Cole,14103694,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",82,1,2020-07-24--2020-07-31,2020-07-22,2020-07-24--2020-07-31,64,0.732,0.663,-7.616,0.192,0.0819,0.115,139.964,210587,0.227,F#/Gb
,,"5,600,868","Capital Bra, Clueso, KC Rebell",4093115,['german hip hop'],147,1,2020-07-24--2020-07-31,2020-07-23,2020-07-24--2020-07-31,60,0.692,0.764,-5.233,0.113,0.574,0.106,84.029,189686,0.564,F
,,"5,056,986",The Kid LAROI,2238190,['australian hip hop'],163,1,2020-07-24--2020-07-31,2020-07-24,2020-07-24--2020-07-31,71,0.6,0.723,-4.928,0.158,0.109,0.167,149.881,195268,0.463,F#/Gb
,,"5,047,752",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",37,3,2020-07-10--2020-07-17,2020-07-10,"2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17",75,0.745,0.5,-6.184,0.135,0.439,0.0943,76.968,168685,0.433,G#/Ab
What Makes You Beautiful,"You're insecure,  
Don't know what for,  
You're turning heads when you walk through the door,  
Don't need make-up, to cover up,  
Being the way that you are is enough  
  
Everyone else in the room can see it,  
Everyone else but you  
  
Baby you light up my world like nobody else,  
The way that you flip your hair gets me overwhelmed,  
But when you smile at the ground it ain't hard to tell,  
You don't know, oh oh,  
You don't know you're beautiful,  
If only you saw what I can see,  
You'll understand why I want you so desperately,  
Right now I'm looking at you and I can't believe,  
You don't know, oh oh,  
You don't know you're beautiful, oh oh,  
That's what makes you beautiful  
  
So come on, you got it wrong,  
To prove I'm right, I put it in a song,  
I don't know why, you're being shy,  
And turn away when I look into your eye eye eyes  
  
Everyone else in the room can see it,  
Everyone else but you  
  
Baby you light up my world like nobody else,  
The way that you flip your hair gets me overwhelmed,  
But when you smile at the ground it ain't hard to tell,  
You don't know, oh oh,  
You don't know you're beautiful,  
If only you saw what I can see,  
You'll understand why I want you so desperately,  
Right now I'm looking at you and I can't believe,  
You don't know, oh oh,  
You don't know you're beautiful, oh oh,  
That's what makes you beautiful  
  
(Na na na na na na na)  
  
Baby you light up my world like nobody else,  
The way that you flip your hair gets me overwhelmed,  
But when you smile at the ground it ain't hard to tell,  
You don't know, oh oh,  
You don't know you're beautiful  
  
Baby you light up my world like nobody else,  
The way that you flip your hair gets me overwhelmed,  
But when you smile at the ground it ain't hard to tell,  
You don't know, oh oh,  
You don't know you're beautiful,  
If only you saw what I can see,  
You'll understand why I want you so desperately,  
Right now I'm looking at you and I can't believe,  
You don't know, oh oh,  
You don't know you're beautiful, oh oh,  
You don't know you're beautiful, oh oh,  
That's what makes you beautiful

","4,966,428",One Direction,22536304,"['boy band', 'pop', 'post-teen pop', 'talent show']",161,2,2020-07-17--2020-07-24,2012-05-25,"2020-07-24--2020-07-31
2020-07-17--2020-07-24",82,0.726,0.787,-2.494,0.0737,0.009,0.0596,124.99,199987,0.888,E
,,"4,823,401","Ufo361, Sonus030",1700759,"['german cloud rap', 'german hip hop']",174,1,2020-07-24--2020-07-31,2020-10-02,2020-07-24--2020-07-31,52,0.824,0.528,-9.236,0.175,0.144,0.104,157.005,183839,0.32,A
,,"4,798,078",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",35,6,2020-07-10--2020-07-17,2020-07-10,"2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05",72,0.66,0.76,-5.726,0.0787,0.291,0.632,127.984,180129,0.394,D
,,"4,761,155",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",27,3,2020-07-10--2020-07-17,2020-07-10,"2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17",72,0.654,0.452,-6.36,0.0439,0.17,0.114,138.034,186749,0.532,G
,,"4,687,464",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",24,3,2020-07-10--2020-07-17,2020-07-10,"2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17",71,0.567,0.545,-6.668,0.0448,0.168,0.112,174.146,176650,0.234,C#/Db
,,"4,669,248",DripReport,92356,['viral rap'],31,20,2020-04-10--2020-04-17,2020-01-12,"2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20",73,0.903,0.327,-9.727,0.0877,0.26,0.108,100.008,106000,0.274,C#/Db
,,"4,629,083",Lil Baby,7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",47,7,2020-06-12--2020-06-19,2020-06-12,"2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19",70,0.59,0.618,-5.756,0.334,0.0127,0.244,96.459,252729,0.153,C#/Db
,,"4,628,772",One Direction,22536304,"['boy band', 'pop', 'post-teen pop', 'talent show']",195,1,2020-07-24--2020-07-31,2013-11-25,2020-07-24--2020-07-31,81,0.6,0.663,-5.802,0.0477,0.225,0.119,121.07,245493,0.286,D#/Eb
,,"4,621,205",Logic,5449291,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",196,1,2020-07-24--2020-07-31,2020-07-24,2020-07-24--2020-07-31,60,0.62,0.786,-5.22,0.167,0.143,0.46,164.057,265191,0.679,A
,,"15,129,295","StaySolidRocky, Lil Uzi Vert",150587,['melodic rap'],10,2,2020-07-10--2020-07-17,2020-07-10,"2020-07-17--2020-07-24
2020-07-10--2020-07-17",62,0.752,0.375,-10.157,0.204,0.533,0.175,129.995,147673,0.591,F#/Gb
,,"6,229,316",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",43,2,2020-07-10--2020-07-17,2020-07-10,"2020-07-17--2020-07-24
2020-07-10--2020-07-17",72,0.661,0.665,-6.356,0.053,0.538,0.0981,75.059,147548,0.486,E
,,"6,223,001",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",46,2,2020-07-10--2020-07-17,2020-07-10,"2020-07-17--2020-07-24
2020-07-10--2020-07-17",73,0.621,0.695,-5.124,0.0911,0.00584,0.086,173.966,136408,0.298,E
,,"5,946,573",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",36,2,2020-07-10--2020-07-17,2020-07-10,"2020-07-17--2020-07-24
2020-07-10--2020-07-17",70,0.707,0.67,-6.328,0.257,0.0813,0.098,163.099,200629,0.235,G
,,"5,777,859",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",49,2,2020-07-10--2020-07-17,2020-07-10,"2020-07-17--2020-07-24
2020-07-10--2020-07-17",71,0.652,0.671,-5.89,0.0756,0.0222,0.107,84.008,182922,0.274,D
,,"5,394,197",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",44,2,2020-07-10--2020-07-17,2020-07-10,"2020-07-17--2020-07-24
2020-07-10--2020-07-17",69,0.595,0.528,-7.371,0.0935,0.082,0.142,150.075,179464,0.515,F
,,"5,228,433",Trevor Daniel,632097,"['alternative r&b', 'melodic rap', 'pop rap']",129,4,2020-07-03--2020-07-10,2020-06-26,"2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03",47,0.575,0.543,-5.062,0.0529,0.102,0.176,159.905,186480,0.283,D#/Eb
,,"5,137,482",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",45,2,2020-07-10--2020-07-17,2020-07-10,"2020-07-17--2020-07-24
2020-07-10--2020-07-17",69,0.288,0.638,-6.935,0.0779,0.133,0.14,66.424,173114,0.147,E
,,"5,097,394",Lil Tecca,4022792,"['melodic rap', 'rap', 'trap']",56,30,2019-12-27--2020-01-03,2019-08-30,"2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",80,0.745,0.642,-6.257,0.287,0.0204,0.0658,179.974,131240,0.226,G
,,"4,868,180",Myke Towers,6161098,['trap latino'],49,23,2020-03-13--2020-03-20,2020-01-24,"2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21",74,0.801,0.745,-3.733,0.063,0.398,0.153,104.965,214013,0.245,F#/Gb
,,"4,803,071",Luciano,942380,"['german drill', 'german hip hop']",169,1,2020-07-17--2020-07-24,2020-07-16,2020-07-17--2020-07-24,60,0.874,0.542,-7.064,0.344,0.0621,0.181,142.016,196933,0.481,A#/Bb
,,"4,727,554",Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",5,21,2020-03-06--2020-03-13,2020-02-29,"2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06",78,0.685,0.848,-4.561,0.0858,0.0861,0.0783,179.87,163084,0.761,G#/Ab
,,"4,700,152",6ix9ine,6514102,"['emo rap', 'rap']",20,6,2020-06-12--2020-06-19,2020-06-12,"2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19",65,0.744,0.422,-8.946,0.294,0.0319,0.11,180.006,202667,0.493,C#/Db
,,"4,643,817","Lil Nas X, Billy Ray Cyrus",5488666,"['lgbtq+ hip hop', 'pop rap']",44,30,2019-12-27--2020-01-03,2019-06-21,"2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",81,0.878,0.619,-5.56,0.102,0.0533,0.113,136.041,157067,0.639,F#/Gb
,,"4,639,929",Kid Cudi,5002317,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",67,2,2020-07-10--2020-07-17,2020-07-10,"2020-07-17--2020-07-24
2020-07-10--2020-07-17",67,0.88,0.787,-5.189,0.118,0.226,0.12,113.018,264834,0.588,G#/Ab
,,"4,627,026","Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin",18306226,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",25,30,2019-12-27--2020-01-03,2019-07-19,"2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",77,0.786,0.808,-3.702,0.0882,0.0846,0.0822,105.027,301714,0.609,G
,,"4,617,726","Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",3600989,"['latin', 'r&b en espanol', 'reggaeton', 'trap latino']",29,30,2020-01-31--2020-02-07,2019-11-01,"2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",77,0.654,0.672,-5.98,0.311,0.471,0.0781,181.857,249520,0.343,C
,,"4,613,982","Bad Bunny, Sech",36177712,"['latin', 'reggaeton', 'trap latino']",6,23,2020-02-28--2020-03-06,2020-02-14,"2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21",74,0.85,0.536,-5.161,0.0599,0.267,0.0996,96.029,210607,0.505,C#/Db
,,"4,599,349",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",2,29,2020-01-03--2020-01-10,2020-01-03,"2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10",72,0.687,0.514,-6.612,0.0897,0.366,0.116,145.921,210427,0.494,A
,,"4,592,772",Roddy Ricch,6608815,"['melodic rap', 'rap', 'trap']",29,28,2020-02-07--2020-02-14,2019-12-06,"2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17",77,0.831,0.499,-8.442,0.114,0.269,0.3,97.956,220487,0.511,B
,,"4,565,377",Doja Cat,8671649,"['dance pop', 'pop']",69,19,2020-04-10--2020-04-17,2019-11-07,"2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20",77,0.879,0.498,-6.027,0.18,0.239,0.0967,106.044,163173,0.405,E
,,"4,527,742",Post Malone,33663701,"['dfw rap', 'melodic rap', 'rap']",132,7,2020-06-05--2020-06-12,2019-09-06,"2020-07-17--2020-07-24
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05",78,0.548,0.653,-3.875,0.081,0.456,0.103,150.068,174853,0.163,F
,,"4,496,450",DaBaby,7601122,"['north carolina hip hop', 'rap']",23,30,2020-01-10--2020-01-17,2019-09-27,"2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",80,0.769,0.787,-3.909,0.367,0.189,0.129,126.77,159715,0.836,B
,,"4,485,060","Dímelo Flow, Arcangel, Sech",231580,"['latin', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",21,30,2020-01-31--2020-02-07,2019-12-13,"2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",75,0.883,0.668,-2.957,0.113,0.11,0.0734,87.972,226533,0.676,A
,,"8,449,557",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",78,1,2020-07-10--2020-07-17,2020-07-10,2020-07-10--2020-07-17,60,0.307,0.528,-11.337,0.108,0.972,0.222,174.795,70395,0.58,B
,,"6,682,917",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",112,1,2020-07-10--2020-07-17,2020-07-10,2020-07-10--2020-07-17,59,0.392,0.373,-14.097,0.0968,0.991,0.545,121.678,30583,0.519,C
,,"6,640,728",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",113,1,2020-07-10--2020-07-17,2020-07-10,2020-07-10--2020-07-17,58,0.667,0.447,-14.625,0.761,0.916,0.612,83.534,136545,0.829,D
,,"5,867,111",Kontra K,1818624,"['christlicher rap', 'german hip hop']",129,1,2020-07-10--2020-07-17,2020-09-25,2020-07-10--2020-07-17,62,0.751,0.783,-5.926,0.22,0.0715,0.114,94.003,189739,0.379,G
,,"5,586,085","Kanye West, Travis Scott",14624703,"['chicago rap', 'rap']",57,3,2020-07-03--2020-07-10,2020-06-30,"2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03",64,0.67,0.847,-4.85,0.409,0.184,0.304,137.22,189827,0.381,A#/Bb
,,"5,104,422",Pop Smoke,6852509,['brooklyn drill'],53,2,2020-07-03--2020-07-10,2020-07-03,"2020-07-10--2020-07-17
2020-07-03--2020-07-10",71,0.548,0.506,-7.434,0.102,0.203,0.0788,119.987,160000,0.557,E
,,"5,030,481",Red Velvet - IRENE & SEULGI,383695,['k-pop'],164,1,2020-07-10--2020-07-17,2020-07-06,2020-07-10--2020-07-17,70,0.631,0.748,-2.569,0.0488,0.212,0.537,115.665,178413,0.351,E
,,"4,729,070",6ix9ine,6514102,"['emo rap', 'rap']",139,2,2020-07-03--2020-07-10,2020-07-03,"2020-07-10--2020-07-17
2020-07-03--2020-07-10",60,0.672,0.733,-5.377,0.0566,0.00289,0.199,105.043,149857,0.354,B
,,"4,633,313",Anuel AA,18306226,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",174,2,2020-07-03--2020-07-10,2020-05-29,"2020-07-10--2020-07-17
2020-07-03--2020-07-10",68,0.614,0.746,-3.527,0.196,0.347,0.0874,168.072,259250,0.601,A#/Bb
